vt;im;temp;crc
64;19871;3.3;19987
64;19871;3.3;19987
64;19871;3.3;19987
64;19871;3.3;19987
64;19854;3.3;19970
64;19854;3.3;19970
64;19854;3.3;19970
64;19854;3.3;19970
64;19832;3.3;19948
64;19832;3.3;19948
64;19832;3.3;19948
64;19832;3.3;19948
63;19828;3.3;19943
63;19828;3.3;19943
63;19828;3.3;19943
63;19828;3.3;19943
63;19835;3.3;19950
63;19835;3.3;19950
63;19835;3.3;19950
63;19835;3.3;19950
63;19814;3.3;19929
63;19814;3.3;19929
63;19814;3.3;19929
63;19814;3.3;19929
63;19830;3.3;19945
63;19830;3.3;19945
63;19830;3.3;19945
63;19830;3.3;19945
63;19825;3.3;19940
63;19825;3.3;19940
63;19825;3.3;19940
63;19825;3.3;19940
63;19815;3.3;19930
63;19815;3.3;19930
63;19815;3.3;19930
63;19815;3.3;19930
62;19829;3.3;19943
62;19829;3.3;19943
62;19829;3.3;19943
62;19829;3.3;19943
62;19801;3.3;19915
62;19801;3.3;19915
62;19801;3.3;19915
62;19801;3.3;19915
62;19803;3.3;19917
62;19803;3.3;19917
62;19803;3.3;19917
62;19803;3.3;19917
62;19782;3.3;19896
62;19782;3.3;19896
62;19782;3.3;19896
62;19782;3.3;19896
61;19779;3.3;19892
61;19779;3.3;19892
61;19779;3.3;19892
61;19779;3.3;19892
62;19776;3.3;19890
62;19776;3.3;19890
62;19776;3.3;19890
62;19776;3.3;19890
61;19758;3.3;19871
61;19758;3.3;19871
61;19758;3.3;19871
61;19758;3.3;19871
61;19745;3.3;19858
61;19745;3.3;19858
61;19745;3.3;19858
61;19745;3.3;19858
61;19754;3.3;19867
61;19754;3.3;19867
61;19754;3.3;19867
61;19754;3.3;19867
61;19757;3.3;19870
61;19757;3.3;19870
61;19757;3.3;19870
61;19757;3.3;19870
62;19760;3.3;19874
62;19760;3.3;19874
62;19760;3.3;19874
62;19760;3.3;19874
62;19748;3.3;19862
62;19748;3.3;19862
62;19732;3.3;19846
62;19732;3.3;19846
62;19732;3.3;19846
62;19732;3.3;19846
62;19731;3.3;19845
62;19731;3.3;19845
62;19731;3.3;19845
62;19731;3.3;19845
63;19746;3.3;19861
63;19746;3.3;19861
63;19746;3.3;19861
63;19746;3.3;19861
63;19735;3.3;19850
63;19735;3.3;19850
63;19735;3.3;19850
63;19735;3.3;19850
63;19692;3.3;19807
63;19692;3.3;19807
63;19692;3.3;19807
63;19692;3.3;19807
63;19702;3.3;19817
63;19702;3.3;19817
63;19702;3.3;19817
63;19702;3.3;19817
63;19717;3.3;19832
63;19717;3.3;19832
63;19717;3.3;19832
63;19717;3.3;19832
64;19759;3.3;19875
64;19759;3.3;19875
64;19759;3.3;19875
64;19759;3.3;19875
64;19757;3.3;19873
64;19757;3.3;19873
64;19757;3.3;19873
64;19757;3.3;19873
64;19726;3.3;19842
64;19726;3.3;19842
64;19726;3.3;19842
64;19726;3.3;19842
65;19723;3.3;19840
65;19723;3.3;19840
65;19723;3.3;19840
65;19723;3.3;19840
65;19716;3.3;19833
65;19716;3.3;19833
65;19716;3.3;19833
65;19716;3.3;19833
66;19744;3.3;19862
66;19744;3.3;19862
66;19744;3.3;19862
66;19744;3.3;19862
66;19739;3.3;19857
66;19739;3.3;19857
66;19739;3.3;19857
66;19739;3.3;19857
66;19738;3.3;19856
66;19738;3.3;19856
66;19738;3.3;19856
66;19738;3.3;19856
67;19729;3.3;19848
67;19729;3.3;19848
67;19729;3.3;19848
67;19729;3.3;19848
66;19730;3.3;19848
66;19730;3.3;19848
66;19730;3.3;19848
66;19730;3.3;19848
67;19748;3.3;19867
67;19748;3.3;19867
67;19748;3.3;19867
67;19748;3.3;19867
67;19753;3.3;19872
67;19753;3.3;19872
67;19753;3.3;19872
67;19753;3.3;19872
68;19740;3.3;19860
68;19740;3.3;19860
68;19740;3.3;19860
68;19740;3.3;19860
68;19752;3.3;19872
68;19752;3.3;19872
68;19752;3.3;19872
68;19752;3.3;19872
69;19721;3.3;19842
69;19721;3.3;19842
69;19721;3.3;19842
69;19721;3.3;19842
69;19737;3.3;19858
69;19737;3.3;19858
69;19737;3.3;19858
69;19737;3.3;19858
69;19725;3.3;19846
69;19725;3.3;19846
69;19725;3.3;19846
69;19725;3.3;19846
69;19718;3.3;19839
69;19718;3.3;19839
69;19718;3.3;19839
69;19718;3.3;19839
70;19733;3.3;19855
70;19733;3.3;19855
70;19733;3.3;19855
70;19733;3.3;19855
70;19721;3.3;19843
70;19721;3.3;19843
70;19721;3.3;19843
70;19721;3.3;19843
70;19751;3.3;19873
70;19751;3.3;19873
70;19751;3.3;19873
70;19751;3.3;19873
71;19743;3.3;19866
71;19743;3.3;19866
71;19743;3.3;19866
71;19743;3.3;19866
71;19746;3.3;19869
71;19746;3.3;19869
71;19746;3.3;19869
71;19746;3.3;19869
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
72;19732;3.3;19856
72;19732;3.3;19856
72;19732;3.3;19856
72;19732;3.3;19856
72;19752;3.3;19876
72;19752;3.3;19876
72;19752;3.3;19876
72;19752;3.3;19876
72;19766;3.3;19890
72;19766;3.3;19890
72;19766;3.3;19890
72;19766;3.3;19890
71;19761;3.3;19884
71;19761;3.3;19884
71;19761;3.3;19884
71;19761;3.3;19884
71;19743;3.3;19866
71;19743;3.3;19866
71;19743;3.3;19866
71;19743;3.3;19866
71;19758;3.3;19881
71;19758;3.3;19881
71;19758;3.3;19881
71;19758;3.3;19881
71;19770;3.3;19893
71;19770;3.3;19893
71;19770;3.3;19893
71;19770;3.3;19893
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19758;3.3;19881
71;19758;3.3;19881
71;19758;3.3;19881
71;19758;3.3;19881
71;19754;3.3;19877
71;19754;3.3;19877
71;19754;3.3;19877
71;19754;3.3;19877
70;19762;3.3;19884
70;19762;3.3;19884
70;19762;3.3;19884
70;19762;3.3;19884
70;19754;3.3;19876
70;19754;3.3;19876
70;19754;3.3;19876
70;19754;3.3;19876
70;19728;3.3;19850
70;19728;3.3;19850
70;19728;3.3;19850
70;19728;3.3;19850
70;19743;3.3;19865
70;19743;3.3;19865
70;19743;3.3;19865
70;19743;3.3;19865
70;19727;3.3;19849
70;19727;3.3;19849
70;19727;3.3;19849
70;19727;3.3;19849
69;19775;3.3;19896
69;19775;3.3;19896
69;19775;3.3;19896
69;19775;3.3;19896
69;19778;3.3;19899
69;19778;3.3;19899
69;19778;3.3;19899
69;19778;3.3;19899
69;19779;3.3;19900
69;19779;3.3;19900
69;19779;3.3;19900
69;19779;3.3;19900
69;19779;3.3;19900
69;19779;3.3;19900
69;19779;3.3;19900
69;19779;3.3;19900
69;19778;3.3;19899
69;19778;3.3;19899
69;19778;3.3;19899
69;19778;3.3;19899
68;19780;3.3;19900
68;19780;3.3;19900
68;19780;3.3;19900
68;19780;3.3;19900
68;19808;3.3;19928
68;19808;3.3;19928
68;19808;3.3;19928
68;19808;3.3;19928
68;19786;3.3;19906
68;19786;3.3;19906
68;19786;3.3;19906
68;19786;3.3;19906
67;19812;3.3;19931
67;19812;3.3;19931
67;19812;3.3;19931
67;19812;3.3;19931
67;19835;3.3;19954
67;19835;3.3;19954
67;19835;3.3;19954
67;19835;3.3;19954
67;19843;3.3;19962
67;19843;3.3;19962
67;19843;3.3;19962
67;19843;3.3;19962
67;19875;3.3;19994
67;19875;3.3;19994
67;19875;3.3;19994
67;19875;3.3;19994
66;19866;3.3;19984
66;19866;3.3;19984
66;19866;3.3;19984
66;19866;3.3;19984
66;19865;3.3;19983
66;19865;3.3;19983
66;19865;3.3;19983
66;19865;3.3;19983
66;19853;3.3;19971
66;19853;3.3;19971
66;19853;3.3;19971
66;19853;3.3;19971
66;19865;3.3;19983
66;19865;3.3;19983
66;19865;3.3;19983
66;19865;3.3;19983
66;19890;3.3;20008
66;19890;3.3;20008
66;19890;3.3;20008
66;19890;3.3;20008
66;19857;3.3;19975
66;19857;3.3;19975
66;19857;3.3;19975
66;19857;3.3;19975
65;19878;3.3;19995
65;19878;3.3;19995
65;19878;3.3;19995
65;19878;3.3;19995
65;19891;3.3;20008
65;19891;3.3;20008
65;19891;3.3;20008
65;19891;3.3;20008
65;19885;3.3;20002
65;19885;3.3;20002
65;19885;3.3;20002
65;19885;3.3;20002
65;19864;3.3;19981
65;19864;3.3;19981
65;19864;3.3;19981
65;19864;3.3;19981
64;19858;3.3;19974
64;19858;3.3;19974
64;19858;3.3;19974
64;19858;3.3;19974
64;19856;3.3;19972
64;19856;3.3;19972
64;19856;3.3;19972
64;19856;3.3;19972
64;19900;3.3;20016
64;19900;3.3;20016
64;19900;3.3;20016
64;19900;3.3;20016
64;19872;3.3;19988
64;19872;3.3;19988
64;19872;3.3;19988
64;19872;3.3;19988
64;19886;3.3;20002
64;19886;3.3;20002
64;19886;3.3;20002
64;19886;3.3;20002
64;19899;3.3;20015
64;19899;3.3;20015
64;19899;3.3;20015
64;19899;3.3;20015
64;19886;3.3;20002
64;19886;3.3;20002
64;19886;3.3;20002
64;19886;3.3;20002
64;19913;3.3;20029
64;19913;3.3;20029
64;19913;3.3;20029
64;19913;3.3;20029
64;19893;3.3;20009
64;19893;3.3;20009
64;19893;3.3;20009
64;19893;3.3;20009
64;19885;3.3;20001
64;19885;3.3;20001
64;19885;3.3;20001
64;19885;3.3;20001
64;19856;3.3;19972
64;19856;3.3;19972
64;19856;3.3;19972
64;19856;3.3;19972
65;19868;3.3;19985
65;19868;3.3;19985
65;19868;3.3;19985
65;19868;3.3;19985
65;19902;3.3;20019
65;19902;3.3;20019
65;19902;3.3;20019
65;19902;3.3;20019
65;19881;3.3;19998
65;19881;3.3;19998
65;19881;3.3;19998
65;19881;3.3;19998
66;19874;3.3;19992
66;19874;3.3;19992
66;19874;3.3;19992
66;19874;3.3;19992
66;19852;3.3;19970
66;19852;3.3;19970
66;19852;3.3;19970
66;19852;3.3;19970
67;19857;3.3;19976
67;19857;3.3;19976
67;19857;3.3;19976
67;19857;3.3;19976
67;19864;3.3;19983
67;19864;3.3;19983
67;19864;3.3;19983
67;19864;3.3;19983
67;19854;3.3;19973
67;19854;3.3;19973
67;19854;3.3;19973
67;19854;3.3;19973
67;19844;3.3;19963
67;19844;3.3;19963
67;19844;3.3;19963
67;19844;3.3;19963
67;19822;3.3;19941
67;19822;3.3;19941
67;19822;3.3;19941
67;19822;3.3;19941
68;19832;3.3;19952
68;19832;3.3;19952
68;19832;3.3;19952
68;19832;3.3;19952
68;19826;3.3;19946
68;19826;3.3;19946
68;19826;3.3;19946
68;19826;3.3;19946
68;19787;3.3;19907
68;19787;3.3;19907
68;19787;3.3;19907
68;19787;3.3;19907
69;19762;3.3;19883
69;19762;3.3;19883
69;19762;3.3;19883
69;19762;3.3;19883
69;19770;3.3;19891
69;19770;3.3;19891
69;19770;3.3;19891
69;19770;3.3;19891
69;19772;3.3;19893
69;19772;3.3;19893
69;19772;3.3;19893
69;19772;3.3;19893
69;19772;3.3;19893
69;19772;3.3;19893
69;19772;3.3;19893
69;19772;3.3;19893
69;19762;3.3;19883
69;19762;3.3;19883
69;19762;3.3;19883
69;19762;3.3;19883
69;19767;3.3;19888
69;19767;3.3;19888
69;19767;3.3;19888
69;19767;3.3;19888
69;19776;3.3;19897
69;19776;3.3;19897
69;19776;3.3;19897
69;19776;3.3;19897
69;19780;3.3;19901
69;19780;3.3;19901
69;19780;3.3;19901
69;19780;3.3;19901
70;19800;3.3;19922
70;19800;3.3;19922
70;19800;3.3;19922
70;19800;3.3;19922
70;19784;3.3;19906
70;19784;3.3;19906
70;19784;3.3;19906
70;19784;3.3;19906
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19768;3.3;19891
71;19776;3.3;19899
71;19776;3.3;19899
71;19776;3.3;19899
71;19776;3.3;19899
71;19760;3.3;19883
71;19760;3.3;19883
71;19760;3.3;19883
71;19760;3.3;19883
71;19762;3.3;19885
71;19762;3.3;19885
71;19762;3.3;19885
71;19762;3.3;19885
71;19774;3.3;19897
71;19774;3.3;19897
71;19774;3.3;19897
71;19774;3.3;19897
71;19774;3.3;19897
71;19774;3.3;19897
71;19774;3.3;19897
71;19774;3.3;19897
71;19738;3.3;19861
71;19738;3.3;19861
71;19738;3.3;19861
71;19738;3.3;19861
72;19695;3.3;19819
72;19695;3.3;19819
72;19695;3.3;19819
72;19695;3.3;19819
71;19714;3.3;19837
71;19714;3.3;19837
71;19714;3.3;19837
71;19714;3.3;19837
71;19718;3.3;19841
71;19718;3.3;19841
71;19718;3.3;19841
71;19718;3.3;19841
71;19766;3.3;19889
71;19766;3.3;19889
71;19766;3.3;19889
71;19766;3.3;19889
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19747;3.3;19870
71;19747;3.3;19870
71;19747;3.3;19870
71;19747;3.3;19870
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
71;19750;3.3;19873
70;19758;3.3;19880
70;19758;3.3;19880
70;19758;3.3;19880
70;19758;3.3;19880
70;19744;3.3;19866
70;19744;3.3;19866
70;19744;3.3;19866
70;19744;3.3;19866
70;19734;3.3;19856
70;19734;3.3;19856
70;19734;3.3;19856
70;19734;3.3;19856
70;19772;3.3;19894
70;19772;3.3;19894
70;19772;3.3;19894
70;19772;3.3;19894
69;19799;3.3;19920
69;19799;3.3;19920
69;19799;3.3;19920
69;19799;3.3;19920
69;19828;3.3;19949
69;19828;3.3;19949
69;19828;3.3;19949
69;19828;3.3;19949
69;19833;3.3;19954
69;19833;3.3;19954
69;19833;3.3;19954
69;19833;3.3;19954
69;19819;3.3;19940
69;19819;3.3;19940
69;19819;3.3;19940
69;19819;3.3;19940
68;19832;3.3;19952
68;19832;3.3;19952
68;19832;3.3;19952
68;19832;3.3;19952
68;19819;3.3;19939
68;19819;3.3;19939
68;19819;3.3;19939
68;19819;3.3;19939
68;19819;3.3;19939
68;19819;3.3;19939
68;19819;3.3;19939
68;19819;3.3;19939
68;19831;3.3;19951
68;19831;3.3;19951
68;19831;3.3;19951
68;19831;3.3;19951
67;19815;3.3;19934
67;19815;3.3;19934
67;19815;3.3;19934
67;19815;3.3;19934
67;19803;3.3;19922
67;19803;3.3;19922
67;19803;3.3;19922
67;19803;3.3;19922
67;19841;3.3;19960
67;19841;3.3;19960
67;19841;3.3;19960
67;19841;3.3;19960
66;19848;3.3;19966
66;19848;3.3;19966
66;19848;3.3;19966
66;19848;3.3;19966
66;19839;3.3;19957
66;19839;3.3;19957
66;19839;3.3;19957
66;19839;3.3;19957
66;19828;3.3;19946
66;19828;3.3;19946
66;19828;3.3;19946
66;19828;3.3;19946
66;19829;3.3;19947
66;19829;3.3;19947
66;19829;3.3;19947
66;19829;3.3;19947
65;19838;3.3;19955
65;19838;3.3;19955
65;19838;3.3;19955
65;19838;3.3;19955
65;19842;3.3;19959
65;19842;3.3;19959
65;19842;3.3;19959
65;19842;3.3;19959
65;19848;3.3;19965
65;19848;3.3;19965
65;19848;3.3;19965
65;19848;3.3;19965
64;19853;3.3;19969
64;19853;3.3;19969
64;19853;3.3;19969
64;19853;3.3;19969
64;19859;3.3;19975
64;19859;3.3;19975
64;19859;3.3;19975
64;19859;3.3;19975
64;19864;3.3;19980
64;19864;3.3;19980
64;19864;3.3;19980
64;19864;3.3;19980
63;19878;3.3;19993
63;19878;3.3;19993
63;19878;3.3;19993
63;19878;3.3;19993
63;19888;3.3;20003
63;19888;3.3;20003
63;19888;3.3;20003
63;19888;3.3;20003
62;19870;3.3;19984
62;19870;3.3;19984
62;19870;3.3;19984
62;19870;3.3;19984
62;19885;3.3;19999
62;19885;3.3;19999
62;19885;3.3;19999
62;19885;3.3;19999
62;19867;3.3;19981
62;19867;3.3;19981
62;19867;3.3;19981
62;19867;3.3;19981
62;19869;3.3;19983
62;19869;3.3;19983
62;19869;3.3;19983
62;19869;3.3;19983
62;19882;3.3;19996
62;19882;3.3;19996
62;19882;3.3;19996
62;19882;3.3;19996
62;19865;3.3;19979
62;19865;3.3;19979
62;19865;3.3;19979
62;19865;3.3;19979
62;19856;3.3;19970
62;19856;3.3;19970
62;19856;3.3;19970
62;19856;3.3;19970
62;19873;3.3;19987
62;19873;3.3;19987
62;19873;3.3;19987
62;19873;3.3;19987
62;19882;3.3;19996
62;19882;3.3;19996
62;19882;3.3;19996
62;19882;3.3;19996
61;19880;3.3;19993
61;19880;3.3;19993
61;19880;3.3;19993
61;19880;3.3;19993
62;19860;3.3;19974
62;19860;3.3;19974
62;19860;3.3;19974
62;19860;3.3;19974
63;19851;3.3;19966
63;19851;3.3;19966
63;19851;3.3;19966
63;19851;3.3;19966
63;19836;3.3;19951
63;19836;3.3;19951
63;19836;3.3;19951
63;19836;3.3;19951
64;19808;3.3;19924
64;19808;3.3;19924
64;19808;3.3;19924
64;19808;3.3;19924
64;19806;3.3;19922
64;19806;3.3;19922
64;19806;3.3;19922
64;19806;3.3;19922
65;19795;3.3;19912
65;19795;3.3;19912
65;19795;3.3;19912
65;19795;3.3;19912
65;19835;3.3;19952
65;19835;3.3;19952
65;19835;3.3;19952
65;19835;3.3;19952
65;19807;3.3;19924
65;19807;3.3;19924
65;19807;3.3;19924
65;19807;3.3;19924
66;19808;3.3;19926
66;19808;3.3;19926
66;19808;3.3;19926
66;19808;3.3;19926
66;19802;3.3;19920
66;19802;3.3;19920
66;19802;3.3;19920
66;19802;3.3;19920
66;19788;3.3;19906
66;19788;3.3;19906
66;19788;3.3;19906
66;19788;3.3;19906
66;19796;3.3;19914
66;19796;3.3;19914
66;19796;3.3;19914
66;19796;3.3;19914
66;19759;3.3;19877
66;19759;3.3;19877
66;19759;3.3;19877
66;19759;3.3;19877
67;19740;3.3;19859
67;19740;3.3;19859
67;19740;3.3;19859
67;19740;3.3;19859
67;19745;3.3;19864
67;19745;3.3;19864
67;19745;3.3;19864
67;19745;3.3;19864
68;19749;3.3;19869
68;19749;3.3;19869
68;19749;3.3;19869
68;19749;3.3;19869
68;19780;3.3;19900
68;19780;3.3;19900
68;19780;3.3;19900
68;19780;3.3;19900
68;19796;3.3;19916
68;19796;3.3;19916
68;19796;3.3;19916
68;19796;3.3;19916
68;19799;3.3;19919
68;19799;3.3;19919
68;19799;3.3;19919
68;19799;3.3;19919
68;19786;3.3;19906
68;19786;3.3;19906
68;19786;3.3;19906
68;19786;3.3;19906
69;19776;3.3;19897
69;19776;3.3;19897
69;19776;3.3;19897
69;19776;3.3;19897
69;19773;3.3;19894
69;19773;3.3;19894
69;19773;3.3;19894
69;19773;3.3;19894
69;19774;3.3;19895
69;19774;3.3;19895
69;19774;3.3;19895
69;19774;3.3;19895
70;19750;3.3;19872
70;19750;3.3;19872
70;19750;3.3;19872
70;19750;3.3;19872
70;19743;3.3;19865
70;19743;3.3;19865
70;19743;3.3;19865
70;19743;3.3;19865
70;19765;3.3;19887
70;19765;3.3;19887
70;19765;3.3;19887
70;19765;3.3;19887
71;19798;3.3;19921
71;19798;3.3;19921
71;19798;3.3;19921
71;19798;3.3;19921
70;19801;3.3;19923
70;19801;3.3;19923
70;19801;3.3;19923
70;19801;3.3;19923
71;19794;3.3;19917
71;19794;3.3;19917
71;19794;3.3;19917
71;19794;3.3;19917
71;19794;3.3;19917
71;19794;3.3;19917
71;19765;3.3;19889
71;19765;3.3;19889
71;19765;3.3;19889
71;19765;3.3;19889
71;19755;3.3;19879
71;19755;3.3;19879
71;19755;3.3;19879
71;19755;3.3;19879
71;19743;3.3;19867
71;19743;3.3;19867
71;19743;3.3;19867
71;19743;3.3;19867
70;19744;3.3;19867
70;19744;3.3;19867
70;19744;3.3;19867
70;19744;3.3;19867
70;19729;3.3;19852
70;19729;3.3;19852
70;19729;3.3;19852
70;19729;3.3;19852
70;19743;3.3;19866
70;19743;3.3;19866
70;19743;3.3;19866
70;19743;3.3;19866
70;19737;3.3;19860
70;19737;3.3;19860
70;19737;3.3;19860
70;19737;3.3;19860
70;19758;3.3;19881
70;19758;3.3;19881
70;19758;3.3;19881
70;19758;3.3;19881
70;19779;3.3;19902
70;19779;3.3;19902
70;19779;3.3;19902
70;19779;3.3;19902
70;19754;3.3;19877
70;19754;3.3;19877
70;19754;3.3;19877
70;19754;3.3;19877
70;19769;3.3;19892
70;19769;3.3;19892
70;19769;3.3;19892
70;19769;3.3;19892
70;19746;3.3;19869
70;19746;3.3;19869
70;19746;3.3;19869
70;19746;3.3;19869
70;19757;3.3;19880
70;19757;3.3;19880
70;19757;3.3;19880
70;19757;3.3;19880
69;19743;3.3;19865
69;19743;3.3;19865
69;19743;3.3;19865
69;19743;3.3;19865
69;19716;3.3;19838
69;19716;3.3;19838
69;19716;3.3;19838
69;19716;3.3;19838
69;19766;3.3;19888
69;19766;3.3;19888
69;19766;3.3;19888
69;19766;3.3;19888
69;19772;3.3;19894
69;19772;3.3;19894
69;19772;3.3;19894
69;19772;3.3;19894
68;19776;3.3;19897
68;19776;3.3;19897
68;19776;3.3;19897
68;19776;3.3;19897
68;19789;3.3;19910
68;19789;3.3;19910
68;19789;3.3;19910
68;19789;3.3;19910
68;19794;3.3;19915
68;19794;3.3;19915
68;19794;3.3;19915
68;19794;3.3;19915
67;19783;3.3;19903
67;19783;3.3;19903
67;19783;3.3;19903
67;19783;3.3;19903
67;19755;3.3;19875
67;19755;3.3;19875
67;19755;3.3;19875
67;19755;3.3;19875
67;19761;3.3;19881
67;19761;3.3;19881
67;19761;3.3;19881
67;19761;3.3;19881
67;19776;3.3;19896
67;19776;3.3;19896
67;19776;3.3;19896
67;19776;3.3;19896
66;19745;3.3;19864
66;19745;3.3;19864
66;19745;3.3;19864
66;19745;3.3;19864
66;19758;3.3;19877
66;19758;3.3;19877
66;19758;3.3;19877
66;19758;3.3;19877
66;19781;3.3;19900
66;19781;3.3;19900
66;19781;3.3;19900
66;19781;3.3;19900
66;19781;3.3;19900
66;19781;3.3;19900
66;19781;3.3;19900
66;19781;3.3;19900
65;19778;3.3;19896
65;19778;3.3;19896
65;19778;3.3;19896
65;19778;3.3;19896
65;19779;3.3;19897
65;19779;3.3;19897
65;19779;3.3;19897
65;19779;3.3;19897
65;19764;3.3;19882
65;19764;3.3;19882
65;19764;3.3;19882
65;19764;3.3;19882
65;19746;3.3;19864
65;19746;3.3;19864
65;19746;3.3;19864
65;19746;3.3;19864
65;19771;3.3;19889
65;19771;3.3;19889
65;19771;3.3;19889
65;19771;3.3;19889
65;19806;3.3;19924
65;19806;3.3;19924
65;19806;3.3;19924
65;19806;3.3;19924
64;19781;3.3;19898
64;19781;3.3;19898
64;19781;3.3;19898
64;19781;3.3;19898
64;19794;3.3;19911
64;19794;3.3;19911
64;19794;3.3;19911
64;19794;3.3;19911
64;19814;3.3;19931
64;19814;3.3;19931
64;19814;3.3;19931
64;19814;3.3;19931
64;19820;3.3;19937
64;19820;3.3;19937
64;19820;3.3;19937
64;19820;3.3;19937
63;19821;3.3;19937
63;19821;3.3;19937
63;19821;3.3;19937
63;19821;3.3;19937
64;19812;3.3;19929
64;19812;3.3;19929
64;19812;3.3;19929
64;19812;3.3;19929
64;19821;3.3;19938
64;19821;3.3;19938
64;19821;3.3;19938
64;19821;3.3;19938
64;19871;3.3;19988
64;19871;3.3;19988
64;19871;3.3;19988
64;19871;3.3;19988
64;19828;3.3;19945
64;19828;3.3;19945
64;19828;3.3;19945
64;19828;3.3;19945
63;19864;3.3;19980
63;19864;3.3;19980
63;19864;3.3;19980
63;19864;3.3;19980
64;19871;3.3;19988
64;19871;3.3;19988
64;19871;3.3;19988
64;19871;3.3;19988
64;19856;3.3;19973
64;19856;3.3;19973
64;19856;3.3;19973
64;19856;3.3;19973
64;19870;3.3;19987
64;19870;3.3;19987
64;19870;3.3;19987
64;19870;3.3;19987
64;19866;3.3;19983
64;19866;3.3;19983
64;19866;3.3;19983
64;19866;3.3;19983
64;19860;3.3;19977
64;19860;3.3;19977
64;19860;3.3;19977
64;19860;3.3;19977
65;19824;3.3;19942
65;19824;3.3;19942
65;19824;3.3;19942
65;19824;3.3;19942
64;19839;3.3;19956
64;19839;3.3;19956
64;19839;3.3;19956
64;19839;3.3;19956
65;19869;3.3;19987
65;19869;3.3;19987
65;19869;3.3;19987
65;19869;3.3;19987
65;19830;3.3;19948
65;19830;3.3;19948
65;19830;3.3;19948
65;19830;3.3;19948
65;19824;3.3;19942
65;19824;3.3;19942
65;19824;3.3;19942
65;19824;3.3;19942
65;19811;3.3;19929
65;19811;3.3;19929
65;19811;3.3;19929
65;19811;3.3;19929
65;19820;3.3;19938
65;19820;3.3;19938
65;19820;3.3;19938
65;19820;3.3;19938
66;19825;3.3;19944
66;19825;3.3;19944
66;19825;3.3;19944
66;19825;3.3;19944
66;19824;3.3;19943
66;19824;3.3;19943
66;19824;3.3;19943
66;19824;3.3;19943
66;19827;3.3;19946
66;19827;3.3;19946
66;19827;3.3;19946
66;19827;3.3;19946
66;19805;3.3;19924
66;19805;3.3;19924
66;19805;3.3;19924
66;19805;3.3;19924
67;19815;3.3;19935
67;19815;3.3;19935
67;19815;3.3;19935
67;19815;3.3;19935
67;19818;3.3;19938
67;19818;3.3;19938
67;19818;3.3;19938
67;19818;3.3;19938
68;19766;3.3;19887
68;19766;3.3;19887
68;19766;3.3;19887
68;19766;3.3;19887
68;19735;3.3;19856
68;19735;3.3;19856
68;19735;3.3;19856
68;19735;3.3;19856
68;19750;3.3;19871
68;19750;3.3;19871
68;19750;3.3;19871
68;19750;3.3;19871
68;19760;3.3;19881
68;19760;3.3;19881
68;19760;3.3;19881
68;19760;3.3;19881
68;19764;3.3;19885
68;19764;3.3;19885
68;19764;3.3;19885
68;19764;3.3;19885
69;19770;3.3;19892
69;19770;3.3;19892
69;19770;3.3;19892
69;19770;3.3;19892
69;19782;3.3;19904
69;19782;3.3;19904
69;19782;3.3;19904
69;19782;3.3;19904
69;19779;3.3;19901
69;19779;3.3;19901
69;19779;3.3;19901
69;19779;3.3;19901
70;19783;3.3;19906
70;19783;3.3;19906
70;19783;3.3;19906
70;19783;3.3;19906
70;19781;3.3;19904
70;19781;3.3;19904
70;19781;3.3;19904
70;19781;3.3;19904
70;19752;3.3;19875
70;19752;3.3;19875
70;19752;3.3;19875
70;19752;3.3;19875
70;19701;3.3;19824
70;19701;3.3;19824
70;19701;3.3;19824
70;19701;3.3;19824
70;19734;3.3;19857
70;19734;3.3;19857
70;19734;3.3;19857
70;19734;3.3;19857
71;19770;3.3;19894
71;19770;3.3;19894
71;19770;3.3;19894
71;19770;3.3;19894
71;19780;3.3;19904
71;19780;3.3;19904
71;19780;3.3;19904
71;19780;3.3;19904
72;19779;3.3;19904
72;19779;3.3;19904
72;19779;3.3;19904
72;19779;3.3;19904
72;19763;3.3;19888
72;19763;3.3;19888
72;19763;3.3;19888
72;19763;3.3;19888
72;19776;3.3;19901
72;19776;3.3;19901
72;19776;3.3;19901
72;19776;3.3;19901
72;19810;3.3;19935
72;19810;3.3;19935
72;19810;3.3;19935
72;19810;3.3;19935
72;19773;3.3;19898
72;19773;3.3;19898
72;19773;3.3;19898
72;19773;3.3;19898
72;19748;3.3;19873
72;19748;3.3;19873
72;19748;3.3;19873
72;19748;3.3;19873
72;19769;3.3;19894
72;19769;3.3;19894
72;19769;3.3;19894
72;19769;3.3;19894
72;19771;3.3;19896
72;19771;3.3;19896
72;19771;3.3;19896
72;19771;3.3;19896
72;19827;3.3;19952
72;19827;3.3;19952
72;19827;3.3;19952
